nom_comm,code_insee,nom_carr,nom_axe,date,type_compt,remarque,id,num_poste,id_metro,num_ope,fid,geo_point_2d
VARCES-ALLIÈRES-ET-RISSET,38524,"Avenue Joliot Curie / Rue Jean Jaurès","Avenue Joliot Curie",20210118,DIRECTIONNEL,Aucune.,"OPE 349-C3",C3,1045,"OPE 349",752,"45.086595000019294, 5.683079000000002"
CHAMP-SUR-DRAC,38071,"Avenue du Pavillon / Rue de Verdun","Avenue du Pavillon",20220203,DIRECTIONNEL,Aucune.,"OPE 353-C1",C1,1046,"OPE 353",753,"45.08019600001931, 5.734905999999999"
"LE PONT DE CLAIX",38317,"Cours Saint-André / Rue Lavoisier","Cours Saint-André",20220315,DIRECTIONNEL,Aucune.,"OPE 363-C1",C1,1047,"OPE 363",754,"45.13413500001915, 5.700901"
SAINT-EGRÈVE,38382,"Avenue de Karben / Route de Lyon","Avenue de Karben",20220414,DIRECTIONNEL,Aucune.,"OPE 364-C1",C1,1048,"OPE 364",755,"45.242754000018834, 5.670864"
GRENOBLE,38185,"Rue Ampère / Rue Raspail","Rue Ampère",20220519,DIRECTIONNEL,Aucune.,"OPE 371-C1",C1,1049,"OPE 371",756,"45.18176700001903, 5.705526000000001"
GRENOBLE,38185,"Avenue Rhin et Danube / Rue des Champs Elysées","Avenue Rhin et Danube",20220519,DIRECTIONNEL,Aucune.,"OPE 371-C2",C2,1050,"OPE 371",757,"45.17921800001904, 5.705393"
GRENOBLE,38185,"Avenue Rhin et Danube / Rue Alexandre Dumas","Avenue Rhin et Danube",20220519,DIRECTIONNEL,Aucune.,"OPE 371-C3",C3,1051,"OPE 371",758,"45.17833500001903, 5.705349000000001"
GRENOBLE,38185,"Avenue Rhin et Danube / Rue Joseph Bouchayer","Avenue Rhin et Danube",20220519,DIRECTIONNEL,Aucune.,"OPE 371-C4",C4,1052,"OPE 371",759,"45.177901000019034, 5.7053139999999996"
GRENOBLE,38185,"Cours Berriat / Rue Pierre Semard","Cours Berriat",20220512,DIRECTIONNEL,Aucune.,"OPE 374-C1",C1,1053,"OPE 374",760,"45.188327000019015, 5.714919"
GRENOBLE,38185,"Cours Berriat / Rue Colonel Denfer","Cours Berriat",20220512,DIRECTIONNEL,Aucune.,"OPE 374-C2",C2,1054,"OPE 374",761,"45.18821600001899, 5.71627"
GRENOBLE,38185,"Cours Berriat / Cours Jean Jaurès","Cours Berriat",20220512,DIRECTIONNEL,Aucune.,"OPE 374-C3",C3,1055,"OPE 374",762,"45.188044000019005, 5.719051"
GRENOBLE,38185,"Avenue de Vizille / Rue Nicolas Chorier","Avenue de Vizille",20220512,DIRECTIONNEL,Aucune.,"OPE 374-C5",C5,1057,"OPE 374",763,"45.185918000019015, 5.716741999999999"
GRENOBLE,38185,"Cours de la Libération / Rue Anatole France","Cours de la Libération",20220519,DIRECTIONNEL,Aucune.,"OPE 378-C1",C1,1058,"OPE 378",764,"45.17439300001905, 5.714506999999999"
GRENOBLE,38185,"Rue Marceau / Rue André Maginot","Rue Marceau",20220519,DIRECTIONNEL,Aucune.,"OPE 383-C1",C1,1059,"OPE 383",765,"45.18586800001902, 5.718311"
SAINT-EGRÈVE,38382,"Avenue de l'Île Brune / Rue du Lac","Avenue de l'Île Brune",20220519,DIRECTIONNEL,Aucune.,"OPE 387-C1",C1,1060,"OPE 387",766,"45.2346690000189, 5.669056"
GRENOBLE,38185,"Boulevard Maréchal Foch / Rue Marceau","Boulevard Maréchal Foch",20220607,DIRECTIONNEL,Aucune.,"OPE 396-C1",C1,1061,"OPE 396",767,"45.18091900001903, 5.723194999999999"
GRENOBLE,38185,"Rue Ampère / Rue Raspail","Rue Ampère",20220519,DIRECTIONNEL,Aucune.,"OPE 371-C1",C1,1062,"OPE 371",768,"45.18176700001903, 5.705526000000001"
GRENOBLE,38185,"Avenue Rhin et Danube / Rue des Champs Elysées","Avenue Rhin et Danube",20220519,DIRECTIONNEL,Aucune.,"OPE 371-C2",C2,1063,"OPE 371",769,"45.17921800001904, 5.705393"
GRENOBLE,38185,"Avenue Rhin et Danube / Rue Alexandre Dumas","Avenue Rhin et Danube",20220519,DIRECTIONNEL,Aucune.,"OPE 371-C3",C3,1064,"OPE 371",770,"45.17833500001903, 5.705349000000001"
GRENOBLE,38185,"Avenue Rhin et Danube / Rue Joseph Bouchayer","Avenue Rhin et Danube",20220519,DIRECTIONNEL,Aucune.,"OPE 371-C4",C4,1065,"OPE 371",771,"45.177901000019034, 5.7053139999999996"
GRENOBLE,38185,"Cours Berriat / Rue Pierre Semard","Cours Berriat",20220512,DIRECTIONNEL,Aucune.,"OPE 374-C1",C1,1066,"OPE 374",772,"45.188327000019015, 5.714919"
GRENOBLE,38185,"Cours Berriat / Rue Colonel Denfer","Cours Berriat",20220512,DIRECTIONNEL,Aucune.,"OPE 374-C2",C2,1067,"OPE 374",773,"45.18821600001899, 5.71627"
GRENOBLE,38185,"Cours Berriat / Cours Jean Jaurès","Cours Berriat",20220512,DIRECTIONNEL,Aucune.,"OPE 374-C3",C3,1068,"OPE 374",774,"45.188044000019005, 5.719051"
GRENOBLE,38185,"Cours Berriat / Rue Nicolas Chorier","Cours Berriat",20220512,DIRECTIONNEL,Aucune.,"OPE 374-C4",C4,1069,"OPE 374",775,"45.18586800001902, 5.718311"
GRENOBLE,38185,"Avenue de Vizille / Rue Nicolas Chorier","Avenue de Vizille",20220512,DIRECTIONNEL,Aucune.,"OPE 374-C5",C5,1070,"OPE 374",776,"45.185918000019015, 5.716741999999999"
GRENOBLE,38185,"Cours de la Libération / Rue Anatole France","Cours de la Libération",20220519,DIRECTIONNEL,Aucune.,"OPE 378-C1",C1,1071,"OPE 378",777,"45.17439300001905, 5.714506999999999"
GRENOBLE,38185,"Rue Marceau / Rue André Maginot","Rue Marceau",20220519,DIRECTIONNEL,Aucune.,"OPE 383-C1",C1,1072,"OPE 383",778,"45.18586800001902, 5.718311"
SAINT-EGRÈVE,38382,"Avenue de l'Île Brune / Rue du Lac","Avenue de l'Île Brune",20220519,DIRECTIONNEL,Aucune.,"OPE 387-C1",C1,1073,"OPE 387",779,"45.2346690000189, 5.669056"
CORENC,38126,"Avenue du Grésivaudan / Av. du Cèdre","Avenue du Grésivaudan",20220519,DIRECTIONNEL,Aucune.,"OPE 391-C1",C1,1074,"OPE 391",780,"45.20753000001897, 5.755974000000002"
GRENOBLE,38185,"Boulevard Maréchal Foch / Rue Marceau","Boulevard Maréchal Foch",20220607,DIRECTIONNEL,Aucune.,"OPE 396-C1",C1,1075,"OPE 396",781,"45.18091900001903, 5.723194999999999"
ECHIROLLES,38151,"Avenue Auguste Ferrier / Rue de la Paix","Avenue Auguste Ferrier",20210107,DIRECTIONNEL,Aucune.,"OPE 254-C01",C01,1152,"OPE 254",782,"8.280971853195286, -9.899272011416606"
ECHIROLLES,38151,"Avenue Auguste Ferrier / Rue de la Paix","Avenue Auguste Ferrier",20210107,DIRECTIONNEL,Aucune.,"OPE 254-C02",C02,1153,"OPE 254",783,"8.28097183679595, -9.899272022157657"
GIÈRES,38179,"Grand'Rue / Rue de la Gare",Grand'Rue,20210119,DIRECTIONNEL,"Quelques incivilités sur ce carrefour","OPE 258-C1",C1,1154,"OPE 258",784,"8.280972219450168, -9.899271476908908"
GIÈRES,38179,"Grand'Rue / Rue de la Plaine",Grand'Rue,20210119,DIRECTIONNEL,Aucune.,"OPE 258-C2",C2,1155,"OPE 258",785,"8.280972221217638, -9.899271469479984"
GRENOBLE,38185,"Rue de Stalingrad / Rue Général Ferrié","Rue de Stalingrad",20210223,DIRECTIONNEL,"Vélos sur route","OPE 267-C1",C1,1156,"OPE 267",786,"8.280972097770805, -9.899271936118637"
GRENOBLE,38185,"Rue de Stalingrad / Rue des Alliés","Rue de Stalingrad",20210223,DIRECTIONNEL,Aucune.,"OPE 267-C2",C2,1157,"OPE 267",787,"8.280972070901072, -9.899271941024303"
GRENOBLE,38185,"Rue Honoré de Balzac / Rue Jacquard","Rue Honoré de Balzac",20210223,DIRECTIONNEL,Aucune.,"OPE 267-C3",C3,1158,"OPE 267",788,"8.280972091569309, -9.899271942817549"
GRENOBLE,38185,"Rue de Stalingrad / Rue des Alliés","Rue de Stalingrad",20210223,DIRECTIONNEL,Aucune.,"OPE 267-C4",C4,1159,"OPE 267",789,"8.280972070901072, -9.899271941024303"
VARCES-ALLIÈRES-ET-RISSET,38524,"RD1075 / Maison d'arrêt",RD1075,20210223,DIRECTIONNEL,Aucune.,"OPE 275-C1",C1,1160,"OPE 275",790,"8.280971484446235, -9.899272151811735"
VARCES-ALLIÈRES-ET-RISSET,38524,"RD1075 / Rue de l'Industrie",RD1075,20210223,DIRECTIONNEL,Aucune.,"OPE 275-C2",C2,1161,"OPE 275",791,"8.280971468812101, -9.89927215428888"
VARCES-ALLIÈRES-ET-RISSET,38524,"RD1075 / Rue Pierre Termier",RD1075,20210223,DIRECTIONNEL,Aucune.,"OPE 275-C3",C3,1162,"OPE 275",792,"8.280971441697345, -9.899272150002549"
DOMÈNE,38150,"RD11K / Route de Savoie",RD11K,20210330,DIRECTIONNEL,Aucune.,"OPE 280-C1",C1,1163,"OPE 280",793,"8.280972482997646, -9.89927105873352"
SASSENAGE,38474,"Rue de l'Argentière / Rue de la Sûre","Rue de l'Argentière",20210401,DIRECTIONNEL,Aucune.,"OPE 283-C1",C1,1164,"OPE 283",794,"8.280972272825014, -9.89927229413094"
SASSENAGE,38474,"Rue de l'Argentière / Rue de la Sûre","Rue de l'Argentière",20210408,DIRECTIONNEL,Aucune.,"OPE 283-C1",C1,1165,"OPE 283",795,"8.280972272825014, -9.89927229413094"
CHAMPAGNIER,38068,"RN85 / RD1085A",RN85,20210408,DIRECTIONNEL,Aucune.,"OPE 284-C1",C1,1166,"OPE 284",796,"8.280971544827436, -9.899271937751909"
CHAMPAGNIER,38068,"RN85 / RD1085A",RN85,20210408,DIRECTIONNEL,Aucune.,"OPE 284-C1",C1,1167,"OPE 284",797,"8.280971544827436, -9.899271937751909"
CHAMPAGNIER,38068,"RN85 / RD1085A",RN85,20210330,DIRECTIONNEL,Aucune.,"OPE 284-C1",C1,1168,"OPE 284",798,"8.280971544827436, -9.899271937751909"
JARRIE,38200,"Route de Vizille / Route de l'Electro-Chimie","Route de Vizille",20210408,DIRECTIONNEL,Aucune.,"OPE 284-C2",C2,1169,"OPE 284",799,"8.280971460068395, -9.899271790292065"
JARRIE,38200,"Route de Vizille / Route de l'Electro-Chimie","Route de Vizille",20210408,DIRECTIONNEL,Aucune.,"OPE 284-C2",C2,1170,"OPE 284",800,"8.280971460068395, -9.899271790292065"
JARRIE,38200,"Route de Vizille / Route de l'Electro-Chimie","Route de Vizille",20210330,DIRECTIONNEL,Aucune.,"OPE 284-C2",C2,1171,"OPE 284",801,"8.280971460068395, -9.899271790292065"
JARRIE,38200,"Route de Vizille / Arkema","Route de Vizille",20210408,DIRECTIONNEL,Aucune.,"OPE 284-C3",C3,1172,"OPE 284",802,"8.280971444992062, -9.899271725080112"
JARRIE,38200,"Route de Vizille / Arkema","Route de Vizille",20210408,DIRECTIONNEL,Aucune.,"OPE 284-C3",C3,1173,"OPE 284",803,"8.280971444992062, -9.899271725080112"
JARRIE,38200,"Route de Vizille / Avenue de la Gare","Route de Vizille",20210408,DIRECTIONNEL,Aucune.,"OPE 284-C4",C4,1174,"OPE 284",804,"8.280971439427944, -9.899271697146652"
JARRIE,38200,"Route de Vizille / Avenue de la Gare","Route de Vizille",20210408,DIRECTIONNEL,Aucune.,"OPE 284-C4",C4,1175,"OPE 284",805,"8.280971439427944, -9.899271697146652"
MEYLAN,38229,"Chemin du Vieux Chêne / Avenue du Taillefer","Chemin du Vieux Chêne",20210506,DIRECTIONNEL,Aucune.,"OPE 291-C1",C1,1176,"OPE 291",806,"8.28097240733889, -9.899271542954407"
MEYLAN,38229,"Avenue du Granier / Avenue du Taillefer","Avenue du Granier",20210506,DIRECTIONNEL,Aucune.,"OPE 291-C2",C2,1177,"OPE 291",807,"8.280972422538236, -9.89927155501598"
MEYLAN,38229,"Avenue du Vercors / Avenue de Verdun","Avenue du Vercors",20210506,DIRECTIONNEL,Aucune.,"OPE 291-C3",C3,1178,"OPE 291",808,"8.28097238974115, -9.899271656513832"
MEYLAN,38229,"Avenue du Granier / Avenue des 4 Chemins","Avenue du Granier",20210506,DIRECTIONNEL,Aucune.,"OPE 291-C4",C4,1179,"OPE 291",809,"8.280972446389098, -9.89927148376551"
GRENOBLE,38185,"Avenue Edmond Esmonin / Avenue des Etats Généraux","Avenue Edmond Esmonin",20210916,DIRECTIONNEL,Aucune.,"OPE 301-C1",C1,1180,"OPE 301",810,"8.2809719812819, -9.89927195769443"
GRENOBLE,38185,"Avenue Paul Verlaine / Avenue Léon Blum","Avenue Paul Verlaine",20210916,DIRECTIONNEL,Aucune.,"OPE 301-C2",C2,1181,"OPE 301",811,"8.280971987981628, -9.899271993302822"
GRENOBLE,38185,"Avenue Victor Hugo / Rue de Bretagne","Avenue Victor Hugo",20210916,DIRECTIONNEL,Aucune.,"OPE 301-C3",C3,1182,"OPE 301",812,"8.280971962010765, -9.899272006028923"
GRENOBLE,38185,"Rue de Bretagne / Rue d'Auvergne","Rue de Bretagne",20210916,DIRECTIONNEL,Aucune.,"OPE 301-C4",C4,1183,"OPE 301",813,"8.280971956533742, -9.899271987988996"
CHAMPAGNIER,38068,"RN85 / RD64",RN85,20210923,DIRECTIONNEL,Aucune.,"OPE 320-C1",C1,1184,"OPE 320",814,"8.28097149752681, -9.899271874225548"
CHAMPAGNIER,38068,"RN85 / RD64",RN85,20210925,DIRECTIONNEL,Aucune.,"OPE 320-C1",C1,1185,"OPE 320",815,"8.28097149752681, -9.899271874225548"
FONTAINE,38169,"Pont du Vercors / Quai du Drac","Pont du Vercors",20210923,DIRECTIONNEL,Aucune.,"OPE 322-C1",C1,1186,"OPE 322",816,"8.280972196306507, -9.899272143285348"
FONTAINE,38169,"Pont Esclangon / Quai du Drac","Pont Esclangon",20210923,DIRECTIONNEL,"La branche 2 ne différencie pas la RD531 de la voie verte au Nord.","OPE 322-C2",C2,1187,"OPE 322",817,"8.28097217629041, -9.899272139416228"
FONTAINE,38169,"Quai du Drac / Av. Aristide Briand","Av. Aristide Briand",20210923,DIRECTIONNEL,Aucune.,"OPE 322-C3",C3,1188,"OPE 322",818,"8.280972171164038, -9.89927213920214"
ECHIROLLES,38151,"Rue de la Liberté / Rue Paul Langevin","Rue de la Liberté",20211118,DIRECTIONNEL,Aucune.,"OPE 333-C1",C1,1189,"OPE 333",819,"8.280971884826826, -9.899271893851756"
SAINT-MARTIN-D'HÈRES,38421,"Avenue Marcel Cachin / Rue du Vercors","Avenue Marcel Cachin",20211118,DIRECTIONNEL,Aucune.,"OPE 334-C1",C1,1190,"OPE 334",820,"8.280972043673625, -9.899271732541006"
SAINT-MARTIN-D'HÈRES,38421,"Avenue Marcel Cachin / Avenue Paul Eluard","Avenue Marcel Cachin",20211118,DIRECTIONNEL,Aucune.,"OPE 334-C2",C2,1191,"OPE 334",821,"8.280972054694264, -9.899271758767405"
SAINT-MARTIN-D'HÈRES,38421,"Avenue Marcel Cachin / Rue Pierre Loti","Avenue Marcel Cachin",20211118,DIRECTIONNEL,Aucune.,"OPE 334-C3",C3,1192,"OPE 334",822,"8.280972060253387, -9.899271771241825"
SAINT-MARTIN-D'HÈRES,38421,"Avenue Marcel Cachin / Rue Léon Jouhaux","Avenue Marcel Cachin",20211118,DIRECTIONNEL,Aucune.,"OPE 334-C4",C4,1193,"OPE 334",823,"8.280972068474982, -9.899271790137377"
GRENOBLE,38185,"Boulevard Maréchal Leclerc / Avenue Saint-Roch","Boulevard Maréchal Leclerc",20211116,DIRECTIONNEL,Aucune.,"OPE 338-C3",C3,1194,"OPE 338",824,"8.280972232604508, -9.899271858559498"
GRENOBLE,38185,"Rue Malakoff / Rue Joseph Chanrion","Rue Malakoff",20211116,DIRECTIONNEL,Aucune.,"OPE 338-C4",C4,1195,"OPE 338",825,"8.280972213623983, -9.899271864277631"
GRENOBLE,38185,"Boulevard Jean Pain / Rue Joseph Chanrion","Boulevard Jean Pain",20211116,DIRECTIONNEL,Aucune.,"OPE 338-C5",C5,1196,"OPE 338",826,"8.280972206686402, -9.899271856800087"
GRENOBLE,38185,"Avenue de Verdun / Rue du 19 Mars 1962","Avenue de Verdun",20211116,DIRECTIONNEL,Aucune.,"OPE 338-C6",C6,1197,"OPE 338",827,"8.280972223158887, -9.89927183063555"
GRENOBLE,38185,"Rue Jules Flandrin / Rue du 19 Mars 1962","Rue Jules Flandrin",20211116,DIRECTIONNEL,Aucune.,"OPE 338-C7",C7,1198,"OPE 338",828,"8.280972218789051, -9.899271798570878"
"LA TRONCHE",38516,"Avenue de Verdun / Avenue du Grand Sablon","Avenue de Verdun",20211116,DIRECTIONNEL,Aucune.,"OPE 338-C1-C2",C1-C2,1199,"OPE 338",829,"8.280972250848345, -9.89927180349349"
"LA TRONCHE",38516,"Avenue des Maquis du Grésivaudan / Quai Yermoloff","Avenue des Maquis du Grésivaudan",20211116,DIRECTIONNEL,Aucune.,"OPE 338-C10",C10,1200,"OPE 338",830,"8.280972309901012, -9.899271845252295"
"LA TRONCHE",38516,"Boulevard de la Chantourne / Pass. Ricou","Boulevard de la Chantourne",20211116,DIRECTIONNEL,Aucune.,"OPE 338-C8",C8,1201,"OPE 338",831,"8.280972290679827, -9.899271768398437"
"LA TRONCHE",38516,"Boulevard de la Chantourne / Avenue du Grand Sablon","Boulevard de la Chantourne",20211116,DIRECTIONNEL,Aucune.,"OPE 338-C9",C9,1202,"OPE 338",832,"8.280972287832242, -9.899271790874266"
GRENOBLE,38185,"Rue Mallifaud / Rue des deportés du 11 Novembre 1943","Rue Mallifaud",20220111,DIRECTIONNEL,Aucune.,"OPE 340-C1",C1,1203,"OPE 340",833,"8.280972143963504, -9.899271922733874"
GRENOBLE,38185,"Av. du Grand Châtelet / Rue Marius Blanchet","Av. du Grand Châtelet",20210111,DIRECTIONNEL,Aucune.,"OPE 340-C10",C10,1204,"OPE 340",834,"8.280972150257178, -9.899271761222575"
GRENOBLE,38185,"Rue André Argourges / Av. Jeanne d'Arc","Rue André Argourges",20220111,DIRECTIONNEL,Aucune.,"OPE 340-C11",C11,1205,"OPE 340",835,"8.280972143830901, -9.899271791585337"
GRENOBLE,38185,"Rue Léon Jouhaux/ Rue André Argourges","Rue Léon Jouhaux",20220111,DIRECTIONNEL,Aucune.,"OPE 340-C12",C12,1206,"OPE 340",836,"8.280972134935615, -9.899271808502462"
GRENOBLE,38185,"Rue de la Sta Ponsard / Av. Jean Perrot","Rue de la Sta Ponsard",20220111,DIRECTIONNEL,Aucune.,"OPE 340-C13",C13,1207,"OPE 340",837,"8.280972117257937, -9.899271849066228"
GRENOBLE,38185,"Av. des Jeaux Olympiques / Av. Jean Perrot","Av. des Jeaux Olympiques",20220111,DIRECTIONNEL,Aucune.,"OPE 340-C14",C14,1208,"OPE 340",838,"8.28097209841356, -9.899271835582999"
GRENOBLE,38185,"Av. des Jeux Olympiques / Rue Léon Jouhaux","Av. des Jeux Olympiques",20220111,DIRECTIONNEL,Aucune.,"OPE 340-C15",C15,1209,"OPE 340",839,"8.280972117626742, -9.89927178937424"
GRENOBLE,38185,"Av. des Jeux Olympiques / Av. Jules Vallés","Av. des Jeux Olympiques",20220111,DIRECTIONNEL,Aucune.,"OPE 340-C16",C16,1210,"OPE 340",840,"8.280972140124831, -9.89927173768767"
GRENOBLE,38185,"Rue Mallifaud / Av. Général Champon","Rue Mallifaud",20220111,DIRECTIONNEL,Aucune.,"OPE 340-C2",C2,1211,"OPE 340",841,"8.280972145476051, -9.89927189692825"
GRENOBLE,38185,"Rue Mallifaud / Av. Jean Perrot","Rue Mallifaud",20220111,DIRECTIONNEL,Aucune.,"OPE 340-C3",C3,1212,"OPE 340",842,"8.280972149484201, -9.899271872772257"
GRENOBLE,38185,"Av. Albert 1er de Belgique / Av. Jean Perrot","Av. Albert 1er de Belgique",20220111,DIRECTIONNEL,Aucune.,"OPE 340-C4",C4,1213,"OPE 340",843,"8.28097215906113, -9.899271878379448"
GRENOBLE,38185,"Bd. Clemenceau / Rue Léon Jouhaux","Bd. Clemenceau",20220111,DIRECTIONNEL,Aucune.,"OPE 340-C5",C5,1214,"OPE 340",844,"8.280972184865384, -9.899271832949923"
GRENOBLE,38185,"Bd. Clemenceau / Av. Jeanne d'Arc","Bd. Clemenceau",20220111,DIRECTIONNEL,Aucune.,"OPE 340-C6",C6,1215,"OPE 340",845,"8.280972197136629, -9.899271819660948"
GRENOBLE,38185,"Rue Leon Jouhaux/ Rue Claude Genin","Rue Leon Jouhaux",20220111,DIRECTIONNEL,Aucune.,"OPE 340-C7",C7,1216,"OPE 340",846,"8.280972156635464, -9.89927182276736"
GRENOBLE,38185,"Av. Jeanne d'Arc/ Rue Claude Genin","Av. Jeanne d'Arc",20220111,DIRECTIONNEL,Aucune.,"OPE 340-C8",C8,1217,"OPE 340",847,"8.28097216825444, -9.899271800259013"
GRENOBLE,38185,"Rue Claude Genin / Av. Jules Vallés","Rue Claude Genin",20220111,DIRECTIONNEL,Aucune.,"OPE 340-C9",C9,1218,"OPE 340",848,"8.28097217680183, -9.899271777462191"
ECHIROLLES,38151,"Avenue d'Honhoue / Rue Léon Fournier","Avenue d'Honhoue",20211214,DIRECTIONNEL,Aucune.,"OPE 343-C1",C1,1219,"OPE 343",849,"8.280971901476436, -9.899272039547071"
ECHIROLLES,38151,"Avenue d'Honhoue / Rue Pierre Semard","Avenue d'Honhoue",20211214,DIRECTIONNEL,Aucune.,"OPE 343-C2",C2,1220,"OPE 343",850,"8.28097189882472, -9.899272025957192"
ECHIROLLES,38151,"Cours Jean Jaurès / Avenue d'Honhoue","Cours Jean Jaurès",20211214,DIRECTIONNEL,Aucune.,"OPE 343-C3",C3,1221,"OPE 343",851,"8.280971902775711, -9.899272047485612"
GRENOBLE,38185,"Av. Jean Perrot / Bd. Des Diables Bleus","Av. Jean Perrot",20220118,DIRECTIONNEL,Aucune.,"OPE 344-C1",C1,1222,"OPE 344",852,"8.280972169061798, -9.899271885960431"
GRENOBLE,38185,"Av. Paul Eluard / Av. Jean Jaurès","Av. Paul Eluard",20220118,DIRECTIONNEL,Aucune.,"OPE 344-C10",C10,1223,"OPE 344",853,"8.280972040747995, -9.899271794874258"
GRENOBLE,38185,"Rue du Vercors / Rue Jean Jaurès","Rue du Vercors",20220118,DIRECTIONNEL,Aucune.,"OPE 344-C11",C11,1224,"OPE 344",854,"8.28097201940654, -9.899271779702898"
GRENOBLE,38185,"Av. Jean Jaurès / Rue Eugène Ravanat","Av. Jean Jaurès",20220118,DIRECTIONNEL,Aucune.,"OPE 344-C12",C12,1225,"OPE 344",855,"8.280971997471935, -9.89927176361711"
GRENOBLE,38185,"Av. des Maquis de l'Oisans / Av. Jean Jaurès","Av. des Maquis de l'Oisans",20220118,DIRECTIONNEL,Aucune.,"OPE 344-C13",C13,1226,"OPE 344",856,"8.280971928145958, -9.899271713789526"
GRENOBLE,38185,"Av. Albert 1er de Belgique / Av. Jean Perrot","Av. Albert 1er de Belgique",20220118,DIRECTIONNEL,Aucune.,"OPE 344-C2",C2,1227,"OPE 344",857,"8.28097215906113, -9.899271878379448"
GRENOBLE,38185,"Rue Mallifaud / Av. Jean Perrot","Rue Mallifaud",20220118,DIRECTIONNEL,Aucune.,"OPE 344-C3",C3,1228,"OPE 344",858,"8.280972149484201, -9.899271872772257"
GRENOBLE,38185,"Rue de la Sta Ponsard / Av. Jean Perrot","Rue de la Sta Ponsard",20220118,DIRECTIONNEL,Aucune.,"OPE 344-C4",C4,1229,"OPE 344",859,"8.280972117257937, -9.899271849066228"
GRENOBLE,38185,"Av. Jean Perrot / Rue Ponsard","Av. Jean Perrot",20220118,DIRECTIONNEL,Aucune.,"OPE 344-C5",C5,1230,"OPE 344",860,"8.280972113304538, -9.89927184676073"
GRENOBLE,38185,"Av. des Jeaux Olympiques / Av. Jean Perrot","Av. des Jeaux Olympiques",20220118,DIRECTIONNEL,Aucune.,"OPE 344-C6",C6,1231,"OPE 344",861,"8.28097209841356, -9.899271835582999"
GRENOBLE,38185,"Rue Georges de Manteyer / Av. Jean Perrot","Rue Georges de Manteyer",20220118,DIRECTIONNEL,Aucune.,"OPE 344-C7",C7,1232,"OPE 344",862,"8.280972087864981, -9.899271828043796"
GRENOBLE,38185,"Rue Cardinal le Camus / Av. Jean Perrot","Rue Cardinal le Camus",20220118,DIRECTIONNEL,Aucune.,"OPE 344-C8",C8,1233,"OPE 344",863,"8.280972057906403, -9.899271806363897"
GRENOBLE,38185,"Rue Galilée / Av. Jean Perrot","Rue Galilée",20220118,DIRECTIONNEL,Aucune.,"OPE 344-C9",C9,1234,"OPE 344",864,"8.280972044964564, -9.899271797535931"
VARCES-ALLIÈRES-ET-RISSET,38524,"Avenue Joliot Curie / Rue de Beauregard","Avenue Joliot Curie",20210118,DIRECTIONNEL,Aucune.,"OPE 349-C1",C1,1235,"OPE 349",865,"8.280971441514819, -9.899272149475708"
VARCES-ALLIÈRES-ET-RISSET,38524,"Avenue Joliot Curie / Rue Charles de Gaulle","Avenue Joliot Curie",20210118,DIRECTIONNEL,Aucune.,"OPE 349-C2",C2,1236,"OPE 349",866,"8.28097141141415, -9.899272146414626"
VARCES-ALLIÈRES-ET-RISSET,38524,"Avenue Joliot Curie / Rue Jean Jaurès","Avenue Joliot Curie",20210118,DIRECTIONNEL,Aucune.,"OPE 349-C3",C3,1237,"OPE 349",867,"8.280971388917404, -9.899272146760174"
CHAMP-SUR-DRAC,38071,"Avenue du Pavillon / Rue de Verdun","Avenue du Pavillon",20220203,DIRECTIONNEL,Aucune.,"OPE 353-C1",C1,1238,"OPE 353",868,"8.28097140320185, -9.899271752451737"
"LE PONT DE CLAIX",38317,"Cours Saint-André / Rue Lavoisier","Cours Saint-André",20220315,DIRECTIONNEL,Aucune.,"OPE 363-C1",C1,1239,"OPE 363",869,"8.280971763461451, -9.899272070746756"
SAINT-EGRÈVE,38382,"Avenue de Karben / Route de Lyon","Avenue de Karben",20220414,DIRECTIONNEL,Aucune.,"OPE 364-C1",C1,1240,"OPE 364",870,"8.28097253479422, -9.89927242493534"
GRENOBLE,38185,"Rue Ampère / Rue Raspail","Rue Ampère",20220519,DIRECTIONNEL,Aucune.,"OPE 371-C1",C1,1241,"OPE 371",871,"8.280972122943313, -9.899272093296792"
GRENOBLE,38185,"Avenue Rhin et Danube / Rue des Champs Elysées","Avenue Rhin et Danube",20220519,DIRECTIONNEL,Aucune.,"OPE 371-C2",C2,1242,"OPE 371",872,"8.280972103842476, -9.899272091235806"
GRENOBLE,38185,"Avenue Rhin et Danube / Rue Alexandre Dumas","Avenue Rhin et Danube",20220519,DIRECTIONNEL,Aucune.,"OPE 371-C3",C3,1243,"OPE 371",873,"8.280972097228204, -9.899272090506397"
GRENOBLE,38185,"Avenue Rhin et Danube / Rue Joseph Bouchayer","Avenue Rhin et Danube",20220519,DIRECTIONNEL,Aucune.,"OPE 371-C4",C4,1244,"OPE 371",874,"8.280972093961276, -9.899272090247658"
GRENOBLE,38185,"Rue Ampère / Rue Raspail","Rue Ampère",20220519,DIRECTIONNEL,Aucune.,"OPE 371-C1",C1,1245,"OPE 371",875,"8.280972122943313, -9.899272093296792"
GRENOBLE,38185,"Avenue Rhin et Danube / Rue des Champs Elysées","Avenue Rhin et Danube",20220519,DIRECTIONNEL,Aucune.,"OPE 371-C2",C2,1246,"OPE 371",876,"8.280972103842476, -9.899272091235806"
