fid,geo_point_2d,nom,epci,legende_sdic,geo_shape
664,"45.212006184272155,5.829416082428025",V63,CCLG,"Niveau 1 - Véloroutes nationales (V63, V64)","{""type"":""MultiLineString"",""coordinates"":[[[5.829416082428025,45.212006184272155],[5.829532329250816,45.21211716503264],[5.831766805247562,45.21442781432877],[5.834014517507983,45.2160686799837],[5.837745163844086,45.218055615647124],[5.841438844023546,45.22057630343801],[5.846062056196492,45.2246951746072],[5.852463274222347,45.229520274719285],[5.854774806854584,45.231564513195295],[5.855036221467645,45.235101013447256],[5.85509642558988,45.235523757333155],[5.854426762006916,45.23592052785508],[5.854038818965749,45.23892873881374]]]}"
665,"45.20809733869327,5.658152033170421",,GAM,"Niveau 2 - Itinéraire du
réseau principal","{""type"":""MultiLineString"",""coordinates"":[[[5.658152033170421,45.20809733869327],[5.659676,45.207803],[5.661317,45.2082109999999],[5.662351705058938,45.20849478814404]],[[5.663924,45.209239],[5.663345,45.20884599999988],[5.662351705058938,45.20849478814404]],[[5.663962,45.20925099999989],[5.664589,45.209795],[5.665153,45.210486999999894],[5.665517,45.210626],[5.665786,45.210608],[5.666311,45.210143],[5.667288,45.209232],[5.667332720467757,45.209152048882444],[5.667438,45.20906599999988],[5.66760207553273,45.209062159529566],[5.667706,45.209107],[5.667795822158414,45.20929520570678],[5.667958,45.209376],[5.66916,45.209753],[5.670598,45.210192]],[[5.671874,45.211016],[5.67064,45.210313],[5.670598,45.210192]],[[5.673392483447328,45.21189913072858],[5.671906,45.211069],[5.671906,45.211054]]]}"
666,"45.21596197846959,5.672456513022024",,GAM,"Niveau 2 - Itinéraire du
réseau principal","{""type"":""MultiLineString"",""coordinates"":[[[5.672456513022024,45.21596197846959],[5.672024,45.215543],[5.672336,45.214689],[5.672357,45.214077],[5.672679,45.2132],[5.673679255470701,45.21210964620183],[5.673392483447328,45.21189913072858],[5.675898,45.209391],[5.67681,45.209874]],[[5.67681,45.209874],[5.677544983100657,45.209349886297865],[5.67932,45.210487],[5.682034,45.208559],[5.683488172732774,45.2075817992836]]]}"
667,"45.204961,5.664611",,GAM,"Niveau 2 - Itinéraire du
réseau principal","{""type"":""MultiLineString"",""coordinates"":[[[5.664611,45.204961],[5.663238,45.204961],[5.662059031827191,45.205266701673345],[5.661373830346117,45.20527336059309],[5.660707530974864,45.2053965504679],[5.660439151260337,45.20544667659976]],[[5.671091,45.204961],[5.670362,45.205294],[5.668774,45.205052],[5.667014,45.204930999999895],[5.664611,45.204961]],[[5.681391,45.200062],[5.67946,45.201605],[5.678456,45.201529],[5.677176151979802,45.20212107413967],[5.676833317414276,45.202604200003236],[5.676198,45.203298],[5.674524,45.204114],[5.673451,45.204689],[5.672293,45.204901],[5.671306,45.204961],[5.671091,45.204961]]]}"
668,"45.204961,5.671306",,GAM,"Niveau 2 - Itinéraire du
réseau principal","{""type"":""MultiLineString"",""coordinates"":[[[5.671306,45.204961],[5.671499,45.205248],[5.671649,45.205853],[5.671585,45.206382],[5.671992,45.206549],[5.672228,45.20679],[5.67225,45.207365],[5.672164,45.208106],[5.67064,45.210313]],[[5.671306,45.204961],[5.671257631633413,45.204846809148684],[5.671928,45.20413],[5.671971,45.203449],[5.671542,45.203049],[5.671649,45.202905],[5.673344,45.201831],[5.67348624829503,45.20032498998382]]]}"
669,"45.19742136305275,5.666041820294903",,GAM,"Niveau 2 - Itinéraire du
réseau principal","{""type"":""MultiLineString"",""coordinates"":[[[5.666041820294903,45.19742136305275],[5.666392,45.197537],[5.667121,45.197432],[5.667669,45.197311],[5.669063,45.197462],[5.669632,45.197689],[5.670104,45.198384],[5.670376413427761,45.19872444259015],[5.670574627267871,45.198880191042456],[5.670683,45.198959],[5.671150568257321,45.19947678639123],[5.671426488757202,45.19972953808451],[5.671844968182032,45.199972567500076],[5.672764703181651,45.20018319215385],[5.673357932256403,45.200286884004655],[5.673509688531341,45.20031928766928]]]}"
670,"45.158618138461385,5.709146449177274",,GAM,"Niveau 2 - Itinéraire du
réseau principal","{""type"":""MultiLineString"",""coordinates"":[[[5.709146449177274,45.158618138461385],[5.70353827569431,45.15891581027563]]]}"
671,"45.2120070937347,5.765994858805054",,GAM,"Niveau 2 - Itinéraire du
réseau principal","{""type"":""MultiLineString"",""coordinates"":[[[5.765994858805054,45.2120070937347],[5.767179,45.210403],[5.767298502801601,45.210102252483516],[5.767479,45.209648],[5.767007,45.209043],[5.767978379186074,45.20794198930912],[5.768062831444799,45.20755667929011]]]}"
672,"45.09666894189046,5.674634932432919",,GAM,"Niveau 2 - Itinéraire du
réseau principal","{""type"":""MultiLineString"",""coordinates"":[[[5.674634932432919,45.09666894189046],[5.674374,45.096473],[5.674396,45.096314],[5.674095,45.095321999999896],[5.674438,45.09476899999989],[5.674492,45.094277],[5.674707,45.094224],[5.674642,45.093527],[5.674803,45.093353],[5.675179,45.093141],[5.676423,45.092724],[5.677357,45.092474],[5.677872,45.091808],[5.678408,45.091384]],[[5.678891,45.090785],[5.678644,45.091080999999896],[5.67843,45.091209],[5.678408,45.091384]],[[5.678891,45.090785],[5.679213,45.090202],[5.680039,45.089679],[5.681187,45.089535],[5.681852,45.089308],[5.682153,45.089399],[5.682292,45.089535],[5.683022,45.089551],[5.68356065651056,45.08964111547404]]]}"
673,"45.07152,5.642424",,GAM,"Niveau 2 - Itinéraire du
réseau principal","{""type"":""MultiLineString"",""coordinates"":[[[5.642424,45.07152],[5.643205417293975,45.07218869400482],[5.644200432914341,45.072646971691086],[5.645628064021824,45.073028866955845],[5.647120587452373,45.073456586622726],[5.648353541590651,45.07344131097546],[5.649370187985373,45.074006507204956],[5.649802803472487,45.0742814655117],[5.652095665554201,45.075411835762765],[5.656508343522777,45.078115468501124],[5.658714682507067,45.079795627785124],[5.660105,45.0794],[5.66079123684522,45.07954360704213],[5.661591575496383,45.079329770388455],[5.662878606570552,45.07949778496942],[5.663267960508954,45.08000182574801],[5.664568,45.080006],[5.666253007370053,45.07971925798041],[5.667186,45.07964199999989],[5.670061,45.081127],[5.672936,45.082642],[5.67564,45.083399999999884],[5.676713,45.085097],[5.67824727175033,45.08659976765259],[5.678220233282387,45.08686702933243],[5.677549679277358,45.08718774169766],[5.677300925372265,45.087535178061366],[5.677056,45.087642],[5.677574013898507,45.089186426394775],[5.677829,45.0898839999999],[5.678408,45.091384]]]}"
674,"45.14744475969031,5.751386451975606",,GAM,"Niveau 2 - Itinéraire du
réseau principal","{""type"":""MultiLineString"",""coordinates"":[[[5.751386451975606,45.14744475969031],[5.75145,45.147255],[5.755506,45.1468309999999],[5.757501,45.146982],[5.759175,45.1473299999999],[5.762908,45.147028],[5.762069172635036,45.14605844573293]],[[5.762069172635036,45.14605844573293],[5.763026,45.146589],[5.763531,45.146596],[5.763917,45.14646],[5.764196,45.146279],[5.764743,45.145885],[5.765258,45.14562],[5.765741,45.145257],[5.766149,45.144841],[5.766621,45.14459099999989],[5.766985,45.144417]],[[5.766985,45.144417],[5.767271189465169,45.14431169821982],[5.767400792287377,45.14426549398892],[5.768917,45.143713],[5.769475,45.139082]],[[5.769475,45.139082],[5.769968,45.136463],[5.771513,45.135495]]]}"
675,"45.2730218181151,5.612872337838587",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.612872337838587,45.2730218181151],[5.613019905960187,45.27272776417052],[5.614581378152942,45.27240182516803],[5.61537095046756,45.272432219827294],[5.616026866205148,45.271788148822154],[5.616153249712805,45.27080529890649],[5.616530331987028,45.2704337472473],[5.61684005191854,45.270087927692295],[5.61794,45.269873]],[[5.626802,45.258319],[5.623841,45.26344],[5.621631,45.267411],[5.620387,45.268212],[5.619614,45.268046],[5.618262,45.26936],[5.618134,45.269647]],[[5.629085721833372,45.254325772112296],[5.626845,45.258244]]]}"
676,"45.25849650244657,5.659315298822444",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.659315298822444,45.25849650244657],[5.665298,45.255314]],[[5.665298,45.255314],[5.665662,45.25415]],[[5.665662,45.25415],[5.666907,45.25261],[5.667196017984709,45.252037001746494],[5.667207,45.251673],[5.667121,45.250042],[5.666859339001084,45.247877678618885]]]}"
677,"45.231065,5.684588",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.684588,45.231065],[5.68634279849694,45.229984733207615],[5.688752130916306,45.22901899130755],[5.689892719136109,45.228829451251386],[5.690251555879419,45.228576730193325],[5.690940394270596,45.228287904751085],[5.691215929627067,45.22823149336057]]]}"
678,"45.22897128258328,5.692118212243821",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.692118212243821,45.22897128258328],[5.69212,45.228964],[5.692994093846147,45.228039694214075],[5.693579,45.227],[5.694394,45.224823],[5.693879,45.222919],[5.692913568799998,45.22068387142693],[5.692301226306319,45.22061439692769],[5.691479290073191,45.220102019874204]]]}"
679,"45.16276499999983,5.685661",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.685661,45.16276499999983],[5.685745693964814,45.16227403939719],[5.68570430588983,45.161878449171674],[5.685727299264822,45.16165795506697],[5.68534560923998,45.161437460108864],[5.685345609239984,45.161362880738736],[5.68552035888991,45.16092188768523],[5.685455977439936,45.16074354393696],[5.68546977346493,45.16063978004466],[5.685189254290045,45.160516560177165],[5.685069688740096,45.16033172987623],[5.685682,45.1594059999999],[5.686499876664501,45.157622437974254]]]}"
680,"45.15719925148476,5.683807352453118",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.683807352453118,45.15719925148476],[5.684062578915512,45.15719763007457],[5.684936327165151,45.1572689720805],[5.685570944314889,45.15741489863266],[5.686007818439704,45.15754461080975],[5.686499876664501,45.157622437974254]],[[5.689792527963131,45.157956445014925],[5.688647457888607,45.15786888996058],[5.688150800988812,45.157875375524775],[5.687585163964049,45.15779754870575],[5.687028724289282,45.15769053665601],[5.686499876664501,45.1576256807705]]]}"
681,"45.15125,5.679191",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.679191,45.15125],[5.679309,45.151568],[5.67947,45.152113],[5.67946,45.152476],[5.680747,45.152453],[5.681359,45.15239999999989],[5.681831,45.152498],[5.682346,45.153110999999896],[5.682936,45.153459],[5.683537,45.154133],[5.683429,45.154178],[5.683612,45.154746],[5.683547527315731,45.155007062734406],[5.683558,45.155184],[5.683609609428209,45.155365407046126],[5.683687786903177,45.15550160972287],[5.683906223965586,45.1557075345803],[5.684191341815466,45.155830764847764],[5.684499453040337,45.15602695985529],[5.684556,45.156198],[5.685081,45.156062],[5.685875,45.155616],[5.686476,45.155426],[5.686927,45.155608],[5.687530340236227,45.15601687790219],[5.688171,45.156319],[5.688991282987032,45.15642896669867],[5.690103,45.156471],[5.691411,45.156032],[5.692380670168904,45.15597566885862],[5.693493,45.156077],[5.695086336143399,45.15639187882903],[5.695617,45.15672],[5.695757,45.156531],[5.695746,45.156221],[5.696648086159448,45.15586002521896]]]}"
682,"45.089157,5.683622",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.683622,45.089157],[5.683365,45.087187],[5.683087194008957,45.086611984190505],[5.682721,45.08585399999989],[5.682807,45.08312699999989],[5.685468,45.082521]]]}"
683,"45.043524,5.701389",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.701389,45.043524],[5.700982,45.043357],[5.700638,45.04313],[5.700767,45.04216],[5.701282,45.040992],[5.701561,45.0401889999999],[5.701346,45.039521],[5.701411,45.038778],[5.701443,45.038316]],[[5.70581,45.03846],[5.705928,45.038119],[5.704104,45.038225],[5.70375,45.037649],[5.702634,45.037755],[5.701593,45.037823],[5.701443,45.038316]]]}"
684,"45.083254820199755,5.743495015679746",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.743495015679746,45.083254820199755],[5.743620343079698,45.08342977309975],[5.742837088940481,45.083738683943785],[5.742813,45.084831],[5.742695,45.085278],[5.742567,45.08579399999989],[5.743006,45.085892]],[[5.743006,45.085892],[5.742931,45.087247999999896],[5.742674,45.088331],[5.742331,45.08896],[5.742331,45.089937],[5.742491,45.091126],[5.742288,45.091308],[5.742588,45.091596],[5.742867,45.093035],[5.743597,45.093754],[5.743865,45.094368],[5.745463,45.095852],[5.745935,45.097034],[5.747437,45.097821],[5.747639736902221,45.0980569384956],[5.749025,45.099669],[5.750785,45.101335],[5.751557,45.101972]]]}"
685,"45.112206574734216,5.785503747484791",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.785503747484791,45.112206574734216],[5.78575,45.112724],[5.786232153104539,45.113313544526434],[5.786463332005466,45.114133554707784],[5.787053446568359,45.11473889497836],[5.787778,45.115117],[5.78805116603552,45.115434384383676],[5.788185006451847,45.115846522253705],[5.787477,45.11656999999989],[5.78589,45.1180239999999],[5.784903,45.1191749999999],[5.783486,45.120537],[5.7828,45.120961],[5.781926427220048,45.120978855722875],[5.781419298429991,45.12080945915388]],[[5.785503747484791,45.112206574734216],[5.785954,45.11152],[5.786619,45.111937]]]}"
686,"45.20144483349677,5.839979799209369",,GAM,"Niveau 3 - Grésivaudan : itinéraire sur RD
(à étudier)","{""type"":""MultiLineString"",""coordinates"":[[[5.839979799209369,45.20144483349677],[5.841675512607468,45.20071842474305],[5.842297445225893,45.19996881677154],[5.842571128257771,45.1999683488332],[5.842444745056569,45.20089717595485],[5.842199245338772,45.20138153125458],[5.84240382843694,45.20168136818331],[5.851276577245971,45.20414143618227],[5.844783168574447,45.200873381721095],[5.844854524713696,45.19961638771117],[5.84763741414435,45.198208521451264],[5.848645243518584,45.196965704403375]]]}"
687,"45.25011039343235,5.836316890072944",,CCLG,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.836316890072944,45.25011039343235],[5.837833547198485,45.25060412619298],[5.841883141750555,45.25074582077134],[5.843575967516869,45.25034086483458],[5.845070120267222,45.250763584758026],[5.847307448471894,45.250974240226846],[5.847912525768453,45.2507414206453],[5.84851152685013,45.2504459177247],[5.849046697894484,45.25023241696558],[5.849688903147713,45.25023241696558],[5.850277591296503,45.250496153080775],[5.850884118480106,45.25091059307321],[5.851579840837771,45.25106129777523],[5.85250747064799,45.25075988797132],[5.853310227214523,45.250747329194766],[5.853720525015198,45.25078500551607],[5.854148661850681,45.2506845352704],[5.854764108551692,45.25027637306981]]]}"
688,"45.215944518030916,5.772945769278629",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.772945769278629,45.215944518030916],[5.772629,45.214334],[5.773330900520181,45.212850111373925],[5.773509,45.211326],[5.773755,45.211507],[5.77387253044797,45.21144887321255]]]}"
689,"45.20208255735289,5.752274242443352",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.752274242443352,45.20208255735289],[5.753753965619937,45.20279720683699],[5.754131056969783,45.203749824839335],[5.754284346136386,45.204039279303814],[5.754529608802948,45.20425096894988],[5.75489366024644,45.20439273344075],[5.75484,45.204447]],[[5.75484,45.204447],[5.754583,45.204598],[5.755699,45.205445],[5.756514,45.205309],[5.757559645676545,45.206057102069494]]]}"
690,"45.21752299999989,5.792263",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.792263,45.21752299999989],[5.790353,45.216783]],[[5.791254,45.214848],[5.790353,45.216783]],[[5.791823,45.209111],[5.791941,45.209451],[5.791769,45.210033],[5.792016,45.211137],[5.792295,45.211279999999896],[5.79205083510853,45.21157102846526],[5.792413,45.21215699999989],[5.792177,45.21252],[5.791941,45.21317],[5.791512,45.214168],[5.791254,45.214848]]]}"
691,"45.21872860275906,5.783126316231454",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.783126316231454,45.21872860275906],[5.783529,45.21785599999989],[5.784204030749525,45.216869070718126]],[[5.786596202305031,45.21208707560983],[5.78589,45.214455],[5.784204030749525,45.216869070718126]]]}"
692,"45.21795418968809,5.779188840794247",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.779188840794247,45.21795418968809],[5.778937,45.217357],[5.779452,45.21648],[5.779495,45.215301],[5.779824693649251,45.21413504684901]],[[5.779188840794247,45.21795418968809],[5.778740345966732,45.21979819641369],[5.779635328333179,45.220169030645515],[5.780611903266887,45.22041391901293],[5.781000505581215,45.220590428971455],[5.781003388795334,45.22125147628911],[5.781403910294083,45.22227475225163],[5.782012970954105,45.22277646719807],[5.782036039127729,45.223251085248414],[5.781618097782497,45.223674427813606],[5.782168774573232,45.22417755913698],[5.783375922070266,45.22495398614441],[5.784754292788371,45.22564360134104],[5.784976773336016,45.226010074198754],[5.787168812401696,45.22659724780829],[5.787769928703852,45.22693384762488],[5.788096122714554,45.227628351398494],[5.78855224984629,45.22798913414799],[5.789062765069788,45.22826595196675],[5.789166462099094,45.228593987804445],[5.789436324550399,45.22873204027066],[5.789455433656328,45.22912411425026],[5.790430191117116,45.22932764750917],[5.791461522945052,45.23006299089066]]]}"
693,"45.214727,5.791276",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.791276,45.214727],[5.789795,45.214334],[5.788465,45.214681],[5.785995791383808,45.214092908229766]],[[5.796497997911963,45.21613747114362],[5.794408,45.215241],[5.793293,45.215164999999885],[5.791748,45.214863],[5.791276,45.214727]]]}"
694,"45.21192745245995,5.787916236652751",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.787916236652751,45.21192745245995],[5.788336,45.21137099999989],[5.788733,45.21088],[5.789001,45.210516999999896],[5.789119,45.210267],[5.789183,45.209738],[5.789309112680588,45.20935098559714],[5.789580677242796,45.20853986729553],[5.789857008096629,45.208041384738614]]]}"
695,"45.209307,5.788347",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.788347,45.209307],[5.787424,45.208888]],[[5.789183,45.209738],[5.788347,45.209307]]]}"
696,"45.20778462157993,5.780402592678718",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.780402592678718,45.20778462157993],[5.781233,45.208038],[5.782006,45.208506],[5.782757,45.208741]],[[5.782757,45.208741],[5.783572,45.209043],[5.784388,45.209013],[5.784688,45.20862],[5.785117,45.20797],[5.785396,45.207395],[5.785396,45.207365]],[[5.785396,45.207365],[5.786555,45.207939],[5.787728048096555,45.20818927824354]]]}"
697,"45.134284,5.749648",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.749648,45.134284],[5.750163,45.134102],[5.750849,45.134223],[5.75027,45.134753],[5.749347,45.1350709999999],[5.748382,45.1351459999999],[5.747116,45.135782],[5.744991,45.136191],[5.742824,45.136584],[5.742931,45.13669],[5.744154,45.136781],[5.744927,45.137235],[5.746579,45.137462]],[[5.763445,45.128592],[5.762758,45.12871299999989],[5.760355,45.12841],[5.758467,45.128592],[5.757265,45.127865],[5.756578,45.12835],[5.754733,45.127017],[5.753403,45.128047],[5.7516,45.131074],[5.749648,45.134284]]]}"
698,"45.057698,5.684566",,GAM,"Niveau 2 - Itinéraire du
réseau principal","{""type"":""MultiLineString"",""coordinates"":[[[5.684566,45.057698],[5.683665,45.057607],[5.682807,45.05782],[5.681348,45.056759],[5.680704,45.056455],[5.679932,45.055667],[5.677056,45.052726],[5.674524,45.051847],[5.670533,45.049846],[5.66843,45.048694],[5.667572225275203,45.048631985794835],[5.66734725290685,45.047884942212264],[5.666784821985972,45.04748757462947],[5.666379871722935,45.04639082577725],[5.664602590012953,45.044324430229096],[5.664445109355104,45.042766636548606],[5.660463098435267,45.03814069308145],[5.657920910672882,45.03500882832564],[5.656593573699604,45.03345078099857],[5.655041264357971,45.03194038850704],[5.653961396989882,45.03112952977836],[5.652904026858624,45.030096065727925],[5.651509198174842,45.028156282820305],[5.650031965082227,45.0281348130212],[5.649642510799262,45.02782926954583],[5.649398487823199,45.02623783838933],[5.648473891766765,45.02468638880093],[5.649146841587209,45.02300109412109],[5.648416123394147,45.02195331295693],[5.647833361840992,45.021894230405685],[5.646621508372331,45.02151094821525],[5.645948318768663,45.020969984710376],[5.645627100222044,45.02066284783303]]]}"
699,"45.0560595972926,5.668008978570799",,GAM,"Niveau 2 - Itinéraire du
réseau principal","{""type"":""MultiLineString"",""coordinates"":[[[5.668008978570799,45.0560595972926],[5.668835306516758,45.055926512766995],[5.669420326133934,45.05580678097772],[5.671864,45.055152],[5.677056,45.052726],[5.681219,45.050877],[5.684223,45.049422],[5.68594,45.048118]],[[5.701389,45.043524],[5.699286,45.043327],[5.694051,45.04407],[5.693879,45.044388],[5.693879,45.0449649999999],[5.693622,45.045025],[5.692699,45.044889],[5.691154,45.045253],[5.689716,45.046329],[5.687656,45.047223],[5.686004,45.048057]]]}"
700,"45.06611231361908,5.672865874031565",,GAM,"Niveau 2 - Itinéraire du
réseau principal","{""type"":""MultiLineString"",""coordinates"":[[[5.672865874031565,45.06611231361908],[5.673013031631505,45.066008377525044],[5.673031426331495,45.06582648890577],[5.672936,45.06542799999988],[5.672808,45.064792],[5.673108,45.0635789999999],[5.673150497328619,45.06356823642205],[5.674782,45.063155],[5.675812,45.062821],[5.676713,45.062245],[5.677743,45.06094199999989],[5.678387,45.060033],[5.679932,45.059305],[5.682034,45.058364999999895],[5.682807,45.05782]]]}"
701,"45.099245601658005,5.672612455030652",,GAM,"Niveau 2 - Itinéraire du
réseau principal","{""type"":""MultiLineString"",""coordinates"":[[[5.672612455030652,45.099245601658005],[5.672271,45.098427],[5.672255547253784,45.09830656578627],[5.672379,45.098124],[5.673194,45.097685],[5.6737642937651,45.09734461058773],[5.674240170800926,45.09690180036698],[5.674634932432919,45.09666894189046],[5.674813386321353,45.096546786244375],[5.678118,45.095601999999886]],[[5.678118,45.095601999999886],[5.681412,45.094353],[5.684566,45.093126],[5.688729,45.091308],[5.691220472064118,45.09111371903975]]]}"
702,"45.119869569353774,5.68614889895396",,GAM,"Niveau 2 - Itinéraire du
réseau principal","{""type"":""MultiLineString"",""coordinates"":[[[5.68614889895396,45.119869569353774],[5.686401,45.119765],[5.686101,45.119213],[5.68536,45.118115],[5.682721,45.114057],[5.682077,45.11239099999989],[5.681734,45.111679],[5.68079,45.110559],[5.680468,45.110256],[5.679653,45.109982999999886],[5.679524,45.10943799999989],[5.67903,45.108923],[5.678794,45.108514],[5.678515,45.108363],[5.678408,45.10796899999987],[5.678215,45.107666],[5.677979,45.107439],[5.677164,45.10565199999988],[5.675833,45.10338],[5.675769,45.103123],[5.675511,45.1027739999999],[5.674374,45.10076],[5.672829,45.1002149999999],[5.672482670384517,45.10000903407455],[5.67284,45.099669],[5.672612455030652,45.099245601658005],[5.672293,45.098791],[5.6721,45.098382],[5.671241,45.0977759999999],[5.670748,45.096837],[5.670061,45.094837],[5.669782,45.094474],[5.669568,45.093823],[5.669353,45.09361]],[[5.687448302090103,45.12035553878409],[5.686659,45.120394],[5.686444,45.120348],[5.686272,45.120068],[5.68614889895396,45.119869569353774]],[[5.68614889895396,45.119869569353774],[5.686004,45.119636],[5.685714,45.119659],[5.685779,45.119879],[5.685833,45.119954],[5.68609,45.119894],[5.68614889895396,45.119869569353774]],[[5.687448302090103,45.12035553878409],[5.687571,45.120409],[5.687603,45.120348],[5.687448302090103,45.12035553878409]],[[5.688944,45.12006],[5.688365,45.119985],[5.687785,45.12000699999985],[5.687377,45.120098],[5.687431,45.120348],[5.687448302090103,45.12035553878409]],[[5.689014,45.120064],[5.689443,45.120314],[5.689711,45.120412],[5.689931,45.120507]]]}"
703,"45.053556150844926,5.712629670267441",,GAM,"Niveau 2 - Itinéraire du
réseau principal","{""type"":""MultiLineString"",""coordinates"":[[[5.712629670267441,45.053556150844926],[5.711689,45.05254399999986],[5.709414,45.051362],[5.707183,45.049422],[5.705681,45.047421],[5.702848,45.045994999999884],[5.700531,45.04457],[5.701175,45.044176]],[[5.712676,45.053606],[5.712629670267441,45.053556150844926]],[[5.73117120071252,45.0884793361393],[5.730743,45.087824],[5.728426,45.088641999999886],[5.72495,45.0794],[5.723834,45.076491],[5.721259,45.071580999999895],[5.7198,45.06852],[5.720143,45.067459],[5.717869,45.0627],[5.714993,45.057122],[5.712461,45.054121],[5.712629670267441,45.053556150844926]],[[5.712629670267441,45.053556150844926],[5.712633,45.05354499999989]]]}"
704,"45.084172,5.758767",,GAM,"Niveau 2 - Itinéraire du
réseau principal","{""type"":""MultiLineString"",""coordinates"":[[[5.758767,45.084172],[5.765183,45.08255099999989],[5.765917486970825,45.08239073092788],[5.770526,45.081385],[5.774211975335944,45.08051216314277]],[[5.762411614913777,45.069941255657746],[5.769753,45.068429],[5.770097085525405,45.06833648850206],[5.770205536389263,45.06838324489207],[5.771062237150796,45.06975135479247],[5.77150174344124,45.07054084323713],[5.771728,45.071187],[5.771721496586466,45.07165420584322],[5.771262881326871,45.073179140033176],[5.772304320145532,45.073462530399176],[5.772753380920553,45.07379315071672],[5.771939272562309,45.07548260451932]],[[5.772392891211686,45.07564471943747],[5.772495834736978,45.07588303560513],[5.772774835476944,45.07742803554594],[5.773787,45.079718],[5.774211975335944,45.08051216314277]]]}"
705,"45.135941,5.7117",,GAM,"Niveau 2 - Itinéraire du
réseau principal","{""type"":""MultiLineString"",""coordinates"":[[[5.7117,45.135941],[5.710771683304437,45.135868852329324],[5.710526420637874,45.13593805834738],[5.7085397930387,45.136699319002446],[5.706356955306271,45.13755572509173],[5.705780588039845,45.13764223004212],[5.703226645639262,45.138001296410565],[5.702548,45.138128]],[[5.71201025977059,45.13601158964953],[5.714344093658741,45.13483177550687],[5.71435,45.134829],[5.718212,45.130651],[5.723791,45.127623],[5.72628,45.123989],[5.726795,45.1205369999999],[5.727568,45.119084],[5.729799,45.117085],[5.73042406404852,45.115157025965765],[5.729113,45.112845]]]}"
706,"45.12106,5.696682",,GAM,"Niveau 2 - Itinéraire du
réseau principal","{""type"":""MultiLineString"",""coordinates"":[[[5.696682,45.12106],[5.696138168264311,45.12167476996682],[5.692484,45.12454999999983],[5.691218,45.1257],[5.691733,45.125973],[5.691433,45.126851],[5.691626,45.127002],[5.692012,45.126851],[5.692544385213635,45.12703615487368]],[[5.695338,45.128198],[5.694995,45.12825899999988],[5.692544385213635,45.12703615487368]],[[5.695338,45.128198],[5.695295,45.128925],[5.696325,45.132558],[5.697087,45.134866],[5.69779375405676,45.13736854511013],[5.701717691655571,45.13713514088444]]]}"
707,"45.14800223749903,5.735490630155593",,GAM,"Niveau 2 - Itinéraire du
réseau principal","{""type"":""MultiLineString"",""coordinates"":[[[5.735490630155593,45.14800223749903],[5.736011,45.147921],[5.736462,45.147304],[5.737808,45.145878],[5.739385,45.144164],[5.739529103757279,45.1437986813256],[5.741351431837636,45.144465928603495],[5.743024177824902,45.14527062334785],[5.74279256684205,45.145421880490225],[5.743983,45.146203],[5.744734,45.146736],[5.744905,45.146873],[5.744977914060292,45.1468360711525]],[[5.747781,45.148662],[5.74762,45.147974],[5.745388,45.147126],[5.745023,45.146823],[5.744977914060292,45.1468360711525]],[[5.747781,45.148662],[5.750098,45.150024],[5.750785,45.151507],[5.750656,45.152203],[5.751418356049213,45.15384839002659]]]}"
